//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Year,Peak,Team,LastName,FirstName,NickName,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Buy Order High(CC),Sell Order Low(CC),Last 10 Price(CC),date
Snapshot SP Tom Zachary NYY 1929,62676,74,7,0,1929,N,New York Yankees,Zachary,Tom,,16,7,5,1896,2,2,1,11,16,34,36,53,14,22,15,32,43,44,13,22,18,35,34,55,15,23,2,2,0,7,11,6,5,45,10,48,78,90,76,83,48,78,90,77,84,48,78,90,76,83,37,0,50,34,0,0,0,0,0,0,45,0,83,47,2,89-91,3,185,26,33,26,21,0,0,0,1,3,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,zachar001jon,500,1399,965,0,0,15001,2024-03-15,
Rookie Sensation RP Eddie Yuhas STL 1952,63821,65,3,0,1952,N,St. Louis Cardinals,Yuhas,Eddie,,43,5,8,1924,1,1,1,12,20,37,37,51,17,24,20,37,37,52,17,24,20,37,37,51,17,24,0,0,0,7,4,6,10,28,4,48,85,67,90,84,45,77,65,78,73,52,94,70,100,93,0,0,42,0,0,37,0,0,0,0,0,0,21,105,3,90-92,2,185,28,21,24,24,0,0,0,4,3,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,yuhas-001joh,0,69,85,0,10001,10001,2024-03-15,
Legend RF Ross Youngs NY1 Peak,63603,93,4,0,1920,Y,New York Giants,Youngs,Ross,Pep,39,10,4,1897,2,1,9,0,93,77,73,89,77,100,80,64,83,82,64,99,97,80,69,91,80,101,2,2,0,67,74,78,64,77,94,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,12,4,83-85,3,173,6,7,9,1,0,0,0,80,72,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,1,4,50,0,0,youngs001roy,4001,9996,5827,0,0,84000,2024-03-15,
MLB 2024 Live CF Jacob Young WSH,61236,43,1,0,2024,N,Washington Nationals,Young,Jacob,,1,27,7,1999,1,1,8,0,66,58,9,59,77,59,69,60,9,61,79,60,66,58,9,59,77,59,0,0,0,94,77,97,51,57,36,1,28,1,1,55,1,28,1,1,55,1,28,1,1,56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,80-83,3,183,49,54,48,52,3,3,3,77,78,63,0,0,0,0,0,0,94,65,61,0,1,1,1,1,1,1,1,8,0,1,0,1,young-001jac,0,7,9,0,0,0,2024-03-15,
Unsung Heroes 2B Eric Young LAD 1999,64410,69,8,0,1999,N,Los Angeles Dodgers,Young,Eric,,21,18,5,1967,1,1,4,0,100,68,30,88,144,72,104,59,47,112,125,79,100,71,24,80,151,70,0,1,0,96,93,92,97,79,71,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,83-85,3,175,80,83,58,58,0,0,0,7,7,3,0,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,2,0,1,young-002eri,95,699,338,29000,0,32580,2024-04-11,
Snapshot 1B Dmitri Young DET 2005,64285,69,7,0,2005,N,Detroit Tigers,Young,Dmitri,,25,11,10,1973,3,1,3,0,74,74,96,64,69,77,77,90,86,52,69,82,73,69,100,69,69,76,2,0,0,27,5,44,22,3,9,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,23,4,83-85,3,188,27,18,25,31,0,0,0,54,40,64,0,0,41,0,0,0,61,0,0,0,1,0,1,0,1,0,1,7,1,2,0,0,young-001dmi,210,300,248,0,0,12501,2024-03-28,
Hardware Heroes SP Cy Young CL4 1895,61985,100,9,0,1895,N,Cleveland Spiders,Young,Cy,,58,29,3,1867,1,1,1,11,47,56,43,65,51,50,49,66,51,71,53,51,47,53,41,63,50,50,2,2,0,68,64,67,70,22,6,74,86,103,74,115,75,87,104,75,117,73,84,103,73,113,77,70,79,54,0,0,0,0,65,0,0,0,111,64,2,90-92,4,188,32,31,27,18,0,0,0,5,4,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,200,0,0,young-001den,32500,99999,39873,0,0,370000,2024-03-15,
Future Legend - Set 2 SS Cole Young SEA 2024,64357,86,6,0,2024,N,Seattle Mariners,Young,Cole,,7,29,7,2003,2,1,6,0,79,104,48,112,90,71,76,100,45,106,84,69,80,106,50,114,92,72,0,0,0,83,57,74,64,61,49,1,28,1,1,56,1,28,1,1,55,1,28,1,1,56,1,0,0,0,0,0,0,0,0,0,0,0,9,10,4,75-80,4,183,77,76,63,71,1,1,1,76,70,60,0,0,0,85,71,67,91,63,78,0,1,1,1,1,1,1,1,8,3,15,0,0,young-006col,4444,7600,7792,0,0,35555,2024-04-25,
Snapshot 1B Babe Young NY1 1941,62968,63,7,0,1941,N,New York Giants,Young,Babe,,5,1,7,1915,2,2,3,0,60,77,99,74,83,46,55,65,117,86,71,47,62,82,93,70,89,46,3,1,0,39,30,40,46,15,3,1,9,1,1,18,1,10,1,1,18,1,9,1,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,14,4,83-85,4,183,25,23,27,32,0,0,0,4,6,2,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2,0,0,young-001nor,0,49,50,0,10001,10001,2024-03-15,
MLB 2024 Live RP Alex Young CIN,61173,49,1,0,2024,N,Cincinnati Reds,Young,Alex,,48,9,9,1993,2,2,1,12,16,16,3,14,18,16,16,16,3,14,18,16,16,16,3,14,18,16,1,1,0,15,18,11,16,42,7,80,65,74,55,72,80,65,75,56,72,80,65,74,55,72,0,0,82,79,77,76,0,0,0,0,0,0,18,69,1,91-93,3,191,27,27,44,21,3,3,2,37,4,17,67,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,1,0,1,young-000ale,0,7,9,0,0,0,2024-03-15,
Unsung Heroes SP Floyd Youmans MON 1987,62084,67,8,0,1987,N,Montreal Expos,Youmans,Floyd,,17,11,5,1964,1,1,1,11,20,35,37,45,17,24,20,36,38,46,17,24,20,35,37,45,17,24,2,0,0,11,4,6,17,26,7,70,77,54,74,87,68,75,54,71,83,71,79,55,76,90,75,73,65,73,0,0,0,0,0,0,0,0,56,33,4,90-92,3,185,24,21,23,24,0,0,0,8,2,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,youman001flo,0,51,52,0,10001,0,2024-03-15,
All-Star 1B Kevin Youkilis BOS 2008,63472,80,5,0,2008,N,Boston Red Sox,Youkilis,Kevin,Youk,20,15,3,1979,1,1,3,0,77,96,88,76,67,86,87,113,104,90,79,87,75,90,83,72,63,86,1,0,0,45,30,49,54,4,1,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,83-85,3,185,38,81,60,32,0,0,0,10,3,2,0,0,72,0,49,0,0,0,0,0,1,0,1,0,0,0,0,7,3,10,0,0,youkil001kev,1001,1300,1239,0,0,20001,2024-03-15,
Baseball Reference 1 3B Eddie Yost WS1 1956,66423,72,10,32,1956,N,Washington Senators,Yost,Eddie,The Walking Man,1,13,10,1926,1,1,5,0,69,58,66,146,69,71,85,55,79,151,79,84,64,60,62,144,65,67,0,0,0,48,39,41,62,76,65,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,83-85,3,178,53,73,68,70,0,0,0,66,72,63,0,0,0,0,62,0,0,0,69,0,0,0,1,0,0,0,1,3,2,5,0,0,yost--001edw,151,444,536,27999,0,0,2024-05-02,
Snapshot 3B Eddie Yost WS1 1948,62752,44,7,0,1948,N,Washington Senators,Yost,Eddie,The Walking Man,7,13,10,1926,1,1,5,0,64,104,27,83,76,57,57,120,27,76,63,58,66,99,27,87,79,57,0,1,0,56,42,61,56,26,8,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,83-85,3,178,46,66,61,34,0,0,0,1,4,1,0,0,0,0,47,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,yost--001edw,39,89,39,0,5001,7501,2024-03-15,
MLB 2024 Live DH Masataka Yoshida BOS,61890,78,1,0,2024,N,Boston Red Sox,Yoshida,Masataka,,7,15,7,1993,2,1,10,0,86,70,73,69,103,73,82,67,71,67,102,69,88,72,74,70,103,75,0,0,0,29,18,76,49,49,34,1,27,1,1,53,1,27,1,1,52,1,27,1,1,53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,75-80,4,173,38,40,29,38,0,0,0,52,57,49,0,0,0,0,0,0,58,0,46,0,1,1,1,0,1,1,1,8,2,5,0,0,yoshid002mas,101,198,183,0,0,0,2024-03-15,
All-Star 1B Rudy York BOS 1946,63435,63,5,0,1946,N,Boston Red Sox,York,Rudy,,3,17,8,1913,1,1,3,0,59,77,87,86,53,72,57,93,103,95,47,73,61,74,82,83,55,72,3,1,0,33,22,62,23,11,7,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,83-85,3,185,46,63,47,33,0,0,0,10,4,9,0,0,76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,0,0,york--001rud,37,63,40,0,0,11297,2024-03-15,
Unsung Heroes RP Jim York HOU 1974,62096,42,8,0,1974,N,Houston Astros,York,Jim,,42,27,8,1947,1,1,1,12,19,35,38,52,16,23,19,35,38,52,16,23,19,35,38,52,16,23,0,0,0,5,4,6,5,26,7,38,71,70,117,44,36,66,68,109,41,39,74,72,129,46,0,25,0,0,0,0,25,0,0,0,0,0,17,42,2,91-93,3,191,28,21,24,24,0,0,0,5,2,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,york--002jam,6,17,26,6000,0,5688,2024-03-15,
Unsung Heroes SP Earl Yingling BRO 1913,62152,71,8,0,1913,N,Brooklyn Superbas,Yingling,Earl,,60,29,10,1888,2,2,1,11,52,48,44,69,56,55,52,47,43,67,56,55,53,49,45,70,57,56,1,2,0,44,33,44,49,21,5,34,72,156,72,66,34,72,156,72,66,34,72,156,72,66,23,20,25,23,0,0,0,0,0,0,0,0,103,67,2,89-91,4,183,27,21,27,35,0,0,0,10,7,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,5,0,0,yingli001ear,170,244,179,15002,0,15001,2024-03-15,
Snapshot SP Rich Yett CLE 1988,62506,40,7,0,1988,N,Cleveland,Yett,Rich,,42,6,10,1962,1,1,1,11,20,35,38,51,17,23,20,35,38,52,17,23,20,35,38,51,17,23,0,2,0,6,5,6,6,6,3,48,72,55,76,63,46,69,54,72,61,50,75,56,79,65,45,48,0,46,0,42,0,0,0,0,0,0,67,64,3,88-90,4,188,22,21,22,24,0,0,0,1,8,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,yett--001ric,0,48,62,0,5001,5001,2024-03-15,
MLB 2024 Live LF Christian Yelich MIL,61162,69,1,0,2024,N,Milwaukee Brewers,Yelich,Christian,Yeli,22,5,12,1991,2,1,7,0,70,67,76,97,67,74,65,58,67,87,65,68,72,71,79,101,68,76,0,1,0,46,59,84,75,51,59,1,34,1,1,75,1,34,1,1,75,1,34,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-,3,191,41,36,57,25,0,0,0,53,62,55,0,0,0,0,0,0,61,0,45,0,1,1,1,1,1,1,1,8,1,2,0,1,yelich001chr,0,37,39,0,0,0,2024-03-15,
Snapshot C Steve Yeager LAD 1974,63026,55,7,0,1974,N,Los Angeles Dodgers,Yeager,Steve,,7,24,11,1948,1,1,2,0,56,88,84,70,43,72,57,96,76,70,46,74,55,86,88,70,42,72,0,1,0,38,32,57,46,7,2,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,83-85,3,183,7,1,1,3,67,70,71,5,6,7,0,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,yeager001ste,0,77,47,6101,0,12206,2024-03-15,
Snapshot 3B Joe Yeager SLA 1907,63004,63,7,0,1907,N,St. Louis Browns,Yeager,Joe,Little Joe,85,28,8,1875,1,1,5,0,64,116,55,63,92,47,69,136,56,59,107,47,63,112,55,65,88,48,0,0,0,60,74,74,58,40,61,1,10,1,1,18,1,9,1,1,17,1,10,1,1,20,1,1,0,0,0,0,1,0,0,0,0,0,0,11,2,88-90,3,178,71,71,84,51,0,0,0,1,4,9,0,0,0,61,76,31,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,0,yeager002jos,45,65,44,0,10001,10001,2024-03-15,
Unsung Heroes SP Emil Yde PIT 1925,62128,43,8,0,1925,N,Pittsburgh Pirates,Yde,Emil,,39,28,1,1900,3,2,1,11,49,59,45,58,55,48,49,59,45,58,55,48,49,59,45,58,55,48,2,1,0,48,42,60,46,21,9,41,75,67,74,73,43,80,70,81,82,40,73,67,72,70,31,30,0,30,0,0,0,0,0,0,0,0,86,115,2,90-92,3,180,25,13,20,24,0,0,0,4,8,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,yde---001emi,0,14,16,0,0,5334,2024-03-15,
MLB 2024 Live RP Kirby Yates TEX,61461,51,1,0,2024,N,Texas Rangers,Yates,Kirby,Kirbs,22,25,3,1987,2,1,1,12,31,17,4,18,21,38,31,18,4,18,21,40,31,17,4,18,21,38,2,2,0,17,10,17,24,27,19,105,71,54,61,86,97,68,54,58,78,111,73,55,64,91,92,77,0,0,0,0,98,0,0,0,0,0,14,25,2,93-95,3,178,20,27,43,17,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,1,0,1,yates-001kir,0,10,12,0,0,0,2024-03-15,
Mission Edition CL Kirby Yates SD 2019,64433,100,10,10,2019,N,San Diego Padres,Yates,Kirby,Kirbs,39,25,3,1987,2,1,1,13,1,35,38,52,2,4,1,34,37,50,2,4,2,36,39,53,3,5,0,1,0,6,5,6,6,4,4,149,98,103,141,67,135,94,99,138,64,161,101,107,144,70,131,109,0,0,0,0,136,0,0,0,0,0,12,53,2,95-97,3,178,28,19,24,24,0,0,0,1,1,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,200,0,0,yates-001kir,75100,0,83259,0,0,0,2024-04-11,
Snapshot RF Mike Yastrzemski SF 2020,63348,93,7,0,2020,N,San Francisco Giants,Yastrzemski,Mike,,5,23,8,1990,2,2,9,0,79,116,77,89,59,104,76,108,64,76,56,103,80,119,80,95,61,105,1,0,0,64,29,65,58,4,1,1,9,1,1,18,1,10,1,1,18,1,9,1,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4,83-85,4,180,8,1,1,6,0,0,0,81,96,54,0,0,0,0,0,0,40,74,84,0,0,0,0,0,1,1,1,7,4,50,0,0,yastrz001mic,4001,6025,5400,0,0,50001,2024-03-15,
MLB 2024 Live RF Mike Yastrzemski SF,60917,75,1,0,2024,N,San Francisco Giants,Yastrzemski,Mike,,5,23,8,1990,2,2,9,0,63,81,82,82,65,65,55,69,72,78,59,57,67,88,88,84,68,68,3,2,0,33,19,72,69,57,66,1,29,3,1,57,1,29,3,1,57,1,29,3,1,57,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,75-80,4,180,19,29,46,18,3,3,2,73,73,74,0,0,0,0,0,0,23,60,81,0,1,0,0,0,1,1,1,8,2,5,0,1,yastrz001mic,0,239,261,0,0,0,2024-03-15,
Hardware Heroes 1B Carl Yastrzemski BOS 1970,62057,98,9,0,1970,N,Boston Red Sox,Yastrzemski,Carl,Yaz,8,22,8,1939,2,1,3,0,79,70,107,114,82,75,73,83,90,96,70,75,82,66,113,120,88,76,2,1,0,51,73,71,57,4,8,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,13,4,83-85,3,180,40,26,32,32,0,0,0,82,71,59,0,0,50,0,0,0,98,18,0,0,1,0,0,0,1,1,0,4,4,75,0,0,yastrz001car,12000,16777,10272,0,72000,72500,2024-03-15,
MLB 2024 Live RP Ryan Yarbrough LAD,60973,66,1,0,2024,N,Los Angeles Dodgers,Yarbrough,Ryan,Yarbitron,48,31,12,1991,1,2,1,12,29,16,1,25,32,21,29,16,1,25,32,21,29,16,1,25,32,21,0,0,0,17,20,7,23,39,35,68,71,97,60,91,72,74,100,63,98,67,70,96,59,89,73,76,0,82,79,0,0,0,0,0,0,0,36,66,2,86-88,3,196,23,17,57,23,2,2,2,11,30,36,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,2,0,1,yarbro000rya,0,69,56,0,0,0,2024-03-15,
Snapshot RP Esteban Yan TB 1998,62464,54,7,0,1998,N,Tampa Bay Devil Rays,Yan,Esteban,,43,22,6,1975,1,1,1,12,20,35,38,48,17,23,20,35,38,48,17,23,20,35,38,48,17,23,0,2,0,5,3,6,5,27,6,74,76,48,70,91,71,72,47,64,83,76,81,49,75,98,75,72,0,0,0,0,72,0,0,0,0,0,17,36,2,91-93,3,193,25,21,23,24,0,0,0,2,9,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,yan---001est,0,11,13,0,5001,0,2024-03-15,
MLB 2024 Live SP Yoshinobu Yamamoto LAD,64846,90,1,0,2024,N,Los Angeles Dodgers,Yamamoto,Yoshinobu,,18,17,8,1998,1,1,1,11,23,16,8,34,15,31,23,16,8,34,15,31,23,16,8,34,15,31,0,0,0,8,10,12,2,31,10,93,72,89,67,77,94,73,90,68,78,93,72,89,67,76,75,0,86,0,80,75,83,0,77,0,0,0,70,64,2,93-95,3,178,35,33,64,9,1,1,2,15,16,35,80,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,8,4,50,0,0,yamamo004yos,0,4650,4520,0,0,0,2024-04-17,
Future Legend SP Yoshinobu Yamamoto LAD 2024,64274,100,6,0,2024,N,Los Angeles Dodgers,Yamamoto,Yoshinobu,,18,17,8,1998,1,1,1,11,23,16,8,34,15,31,23,16,8,34,15,31,23,16,8,34,15,31,0,0,0,8,10,12,2,31,10,129,89,81,93,89,125,88,80,92,87,131,90,82,94,91,111,73,102,0,79,0,111,0,0,0,0,0,74,64,2,95-97,3,178,35,33,64,9,1,1,2,15,16,35,80,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,8,5,200,0,0,yamamo004yos,93000,0,91523,0,1100000,0,2024-03-22,
Unsung Heroes RP Keiichi Yabu SF 2008,62076,68,8,0,2008,N,San Francisco Giants,Yabu,Keiichi,,22,28,9,1968,1,1,1,12,20,35,38,53,17,23,20,35,38,53,17,23,20,35,38,53,17,23,1,0,0,5,5,6,5,22,3,53,95,48,110,83,50,87,47,100,74,54,102,50,118,91,0,46,0,0,0,0,47,0,0,0,0,0,14,115,2,90-92,3,185,28,21,24,24,0,0,0,5,4,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,1,yabu--001kei,40,155,145,0,10001,10001,2024-03-15,
